0, 0, 0
84, 72, 122
250, 250, 250
97, 83, 141
225, 225, 225
110, 86, 175
221, 218, 236
223, 240, 216
115, 210, 22
252, 248, 227
242, 222, 222
217, 237, 247
221, 223, 255
217, 83, 79
